UID          PID    PPID  C STIME TTY          TIME CMD
kev        10651   10515  6 21:12 ?        00:07:08 /usr/bin/qemu-system-x86_64 -accel kvm -cpu host -machine q35 -m 5952 -smp 12 -kernel /opt/docker-desktop/linuxkit/kernel -append init=/initd loglevel=1 root=/dev/vdb rootfstype=erofs ro vsyscall=emulate panic=0 eth0.dhcp eth1.dhcp linuxkit.unified_cgroup_hierarchy=1    virtio_net.disable_csum=1 vpnkit.connect=tcp+connect://192.168.65.1:1999 console=ttyS0 -serial pipe:/tmp/qemu-console240693533/fifo -netdev socket,id=net1,fd=3 -device virtio-net-pci,netdev=net1,mac=1a:2f:56:87:43:62 -vga none -nographic -monitor none -drive if=none,file=/home/kev/.docker/desktop/vms/0/data/Docker.raw,format=raw,id=hd0 -device virtio-blk-pci,drive=hd0,serial=dummyserial -drive if=none,file=/opt/docker-desktop/linuxkit/desktop.img,format=raw,id=hd1,readonly=on -device virtio-blk-pci,drive=hd1,serial=dummyserial -object memory-backend-memfd,id=mem,size=5952M,share=on -numa node,memdev=mem -chardev socket,id=char0,path=/home/kev/.docker/desktop/virtiofs.sock0 -device vhost-user-fs-pci,queue-size=1024,chardev=char0,tag=virtiofs0
kev        10662   10638  0 21:12 ?        00:00:00 /opt/docker-desktop/Docker Desktop --type=zygote --no-zygote-sandbox
kev        10667   10638  0 21:12 ?        00:00:00 /opt/docker-desktop/Docker Desktop --type=zygote
kev        10748   10667  0 21:12 ?        00:00:00 /opt/docker-desktop/Docker Desktop --type=zygote
root       10826       2  0 21:12 ?        00:00:00 [kvm-pit/10651]
kev        10879   10662  0 21:12 ?        00:00:11 /opt/docker-desktop/Docker Desktop --type=zygote --no-zygote-sandbox
kev        10885   10638  0 21:12 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=620db23a-9489-4005-8abe-cb4f3ff45c8a,no_channel --user-data-dir=/home/kev/.config/Docker Desktop --standard-schemes=app --enable-sandbox --secure-schemes=app --fetch-schemes=dd --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6856433481851855185,9855529457714260943,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        10991   10748  1 21:12 ?        00:01:25 /opt/docker-desktop/Docker Desktop --type=zygote
kev        15189    2548  2 21:15 ?        00:02:32 /opt/google/chrome/chrome https://github.com/login/oauth/authorize?client_id=Ov23liE41FrvH1V8q09r&redirect_uri=https%3A%2F%2Fmcp.docker.com%2Foauth%2Fcallback&response_type=code&state=0032d5ea-f7aa-4293-bc57-72aa8389e800
kev        15194   15189  0 21:15 ?        00:00:00 cat
kev        15195   15189  0 21:15 ?        00:00:00 cat
kev        15197    2548  0 21:15 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/kev/.config/google-chrome/Crash Reports --metrics-dir=/home/kev/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=5 --shared-client-connection
kev        15199    2548  0 21:15 ?        00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/kev/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=4 --shared-client-connection
kev        15205   15189  0 21:15 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable
kev        15206   15189  0 21:15 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable
kev        15208   15206  0 21:15 ?        00:00:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable
kev        15249   15205  2 21:15 ?        00:02:37 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,11784303931212078991,7404166264072778733,262144 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190708988185955192
kev        15251   15189  0 21:15 ?        00:00:35 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es-419 --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7403762032454753293,1016664414090024177,524288 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190708989122997041
kev        15262   15208  0 21:15 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=es-419 --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12250430668784168640,17745121775380372933,524288 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190708990060038890
kev        15355   15208  0 21:15 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=454013048 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17023963791435517794,3845924088119234411,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190708994745248135
kev        19065   15208  0 21:17 ?        00:00:19 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=566520961 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,631004694564800027,17808394489581028984,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709005052708474
kev        21627   15208  1 21:19 ?        00:01:34 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=692517779 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18058123251225357917,5749191753254471096,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709015360168813
kev        22272   15189  0 21:19 ?        00:00:02 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=es-419 --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15350679500838209019,2222659943287916094,524288 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709019108336209
kev        26878    2548  0 21:25 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
kev        26882   26878  0 21:25 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/gcr/.ssh
root       27046       2  0 21:25 ?        00:00:00 [kworker/u49:2-ttm]
root       27068       2  0 21:25 ?        00:00:00 [kworker/8:2-cgroup_free]
kev        27347    2548  0 21:25 ?        00:00:00 /usr/bin/bwrap --args 38 -- start-github-desktop-plus x-github-desktop-dev-auth://oauth?code=be1dce61e8ba1fa933c1&state=241f1861-0be5-403a-b0d5-285bdd016e4a
kev        27358    2548  0 21:25 ?        00:00:00 /usr/bin/bwrap --args 38 -- /usr/bin/xdg-dbus-proxy --args=40
kev        27359   27358  0 21:25 ?        00:00:00 /usr/bin/xdg-dbus-proxy --args=40
kev        27362   27347  0 21:25 ?        00:00:00 /usr/bin/bwrap --args 38 -- start-github-desktop-plus x-github-desktop-dev-auth://oauth?code=be1dce61e8ba1fa933c1&state=241f1861-0be5-403a-b0d5-285bdd016e4a
kev        27363   27362  0 21:25 ?        00:00:02 /app/github-desktop-plus/github-desktop-plus x-github-desktop-dev-auth://oauth?code=be1dce61e8ba1fa933c1&state=241f1861-0be5-403a-b0d5-285bdd016e4a
kev        27370   27363  0 21:25 ?        00:00:00 /app/github-desktop-plus/github-desktop-plus --type=zygote --no-zygote-sandbox
kev        27372   27363  0 21:25 ?        00:00:00 [zypak-sandbox] <defunct>
kev        27374   27362  0 21:25 ?        00:00:00 cat
kev        27375   27362  0 21:25 ?        00:00:00 cat
kev        27377    7080  0 21:25 ?        00:00:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/github-desktop-plus/github-desktop-plus --type=zygote
kev        27389   27362  0 21:25 ?        00:00:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/github-desktop-plus/github-desktop-plus --type=zygote
kev        27390   27389  0 21:25 ?        00:00:00 /app/github-desktop-plus/github-desktop-plus --type=zygote
kev        27436   27370  0 21:25 ?        00:00:08 /app/github-desktop-plus/github-desktop-plus --type=zygote --no-zygote-sandbox
kev        27448   27363  0 21:25 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es-419 --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --enable-crash-reporter=d7c8159e-a4d8-4931-b470-b1322db7734c,no_channel --user-data-dir=/home/kev/.var/app/io.github.pol_rivero.github-desktop-plus/config/GitHub Desktop Plus --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11652774211402525597,15373498661528098894,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version
kev        27470   27363  0 21:25 ?        00:00:04 /proc/self/exe --type=renderer --enable-crash-reporter=d7c8159e-a4d8-4931-b470-b1322db7734c,no_channel --user-data-dir=/home/kev/.var/app/io.github.pol_rivero.github-desktop-plus/config/GitHub Desktop Plus --app-path=/app/github-desktop-plus/resources/app --no-sandbox --no-zygote --disable-blink-features=Auxclick --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=1087665902 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,11652774211402525597,15373498661528098894,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version
kev        27529    7066  0 21:25 ?        00:00:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
kev        28075    2548  0 21:26 ?        00:00:00 /usr/libexec/localsearch-3
kev        31553   15208  4 21:32 ?        00:04:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=57 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=1506003160 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7008510041782382976,8596060913253479788,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709039723256887
root       31669       2  0 21:32 ?        00:00:00 [kworker/u49:11-ttm]
root       31906       2  0 21:33 ?        00:00:02 [kworker/u48:1-btrfs-endio-write]
kev        35542   15208  0 21:38 ?        00:00:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=76 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=1869689203 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11097202963508200554,14367854683806680038,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709057527052018
root       35685       2  0 21:39 ?        00:00:02 [kworker/u48:2-btrfs-compressed-write]
kev        35710   15208  0 21:39 ?        00:00:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=77 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=1889616856 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17024887146814646714,8355201426139633655,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709058464093867
root       36189       2  0 21:40 ?        00:00:00 [kworker/u49:13-ttm]
kev        36519    2833  0 21:40 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.7 /org/gtk/gvfs/exec_spaw/4
kev        36520    2833  0 21:40 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/5
kev        36535    2833  0 21:40 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/6
kev        36542    2833  0 21:40 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.7 /org/gtk/gvfs/exec_spaw/7
kev        36547   36542  0 21:40 ?        00:00:00 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
root       37904       2  0 21:43 ?        00:00:02 [kworker/u48:8-iou_exit]
kev        38036   15208  0 21:43 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=81 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=2174585163 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14753543910840817189,4791683321301369906,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709062212261263
root       40047       2  0 21:47 ?        00:00:00 [kworker/u49:0-ttm]
root       40048       2  0 21:47 ?        00:00:00 [kworker/u49:5-ttm]
root       41574       2  0 21:48 ?        00:00:00 [kworker/2:0-cgroup_free]
root       43256       2  0 21:51 ?        00:00:00 [kworker/10:0]
root       45504       2  0 21:55 ?        00:00:00 [kworker/u49:4-ttm]
root       45506       2  0 21:55 ?        00:00:00 [kworker/u49:8-ttm]
root       48852       2  0 22:02 ?        00:00:01 [kworker/u48:0-btrfs-endio-write]
root       51524       2  0 22:08 ?        00:00:00 [kworker/u49:15-ttm]
root       52181       2  0 22:09 ?        00:00:01 [kworker/u48:14-iou_exit]
kev        53780   15208  0 22:11 ?        00:00:15 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=98 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=3841987791 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18425485096205751025,13081457129697943779,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709078141972696
kev        56618   15208  0 22:17 ?        00:00:07 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=4188990682 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8949026942318784479,1124220890038150671,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709080016056394
root       56733       2  0 22:17 ?        00:00:00 [kworker/7:0-cgroup_free]
root       56859       2  0 22:17 ?        00:00:01 [kworker/u48:3-iou_exit]
root       56860       2  0 22:17 ?        00:00:01 [kworker/u48:5-gfx]
root       57856       2  0 22:19 ?        00:00:00 [kworker/u49:1-ttm]
root       58242       2  0 22:20 ?        00:00:00 [kworker/u49:7-ttm]
root       58694       2  0 22:21 ?        00:00:00 [kworker/u49:12-ttm]
root       60301       2  0 22:25 ?        00:00:00 [kworker/0:1-cgroup_free]
root       61932       2  0 22:28 ?        00:00:00 [kworker/4:0-cgroup_free]
kev        62755    2548  0 22:29 ?        00:00:00 npm run dev
kev        62779   62755  0 22:29 ?        00:00:00 bash start-dev.sh
kev        62896   62779  0 22:29 ?        00:00:00 npm exec next dev
kev        62917   62896  0 22:29 ?        00:00:00 node /home/kev/Documentos/GitHub/FIX-AI-NEXT/node_modules/.bin/next dev
kev        62928   62917 23 22:29 ?        00:08:29 next-server (v16.0.7)
root       63324       2  0 22:29 ?        00:00:00 [kworker/9:0-events]
root       63792       2  0 22:30 ?        00:00:00 [kworker/11:0-events]
root       63901       2  0 22:30 ?        00:00:00 [kworker/u49:6-ttm]
root       63902       2  0 22:30 ?        00:00:00 [kworker/u49:9-ttm]
root       63903       2  0 22:30 ?        00:00:00 [kworker/u49:14-ttm]
root       65402       2  0 22:32 ?        00:00:00 [kworker/5:1-cgroup_free]
root       68322       2  0 22:37 ?        00:00:00 [kworker/1:0-cgroup_free]
kev        77247   15208  0 22:48 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=15197 --enable-crash-reporter=48473630-ebc1-4f3a-bac4-2b5159d9330f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=es-419 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=134 --time-ticks-at-unix-epoch=-1764904056886669 --launch-time-ticks=6062456500 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11761316985891275354,5538012060802215986,2097152 --field-trial-handle=3,i,7821931907454540119,533272329482209332,262144 --disable-features=EyeDropper --variations-seed-version=20251204-090049.377000 --trace-process-track-uuid=3190709111875479260
root       78379       2  0 22:50 ?        00:00:00 [kworker/3:0]
root       78425       2  0 22:50 ?        00:00:00 [kworker/u48:6-gfx]
root       78626       2  0 22:50 ?        00:00:00 [kworker/u48:9-events_unbound]
root       82561       2  0 22:55 ?        00:00:00 [kworker/6:0-cgroup_free]
kev        83605    2857  2 22:56 ?        00:00:13 /usr/share/antigravity/antigravity
kev        83632   83605  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
kev        83633   83605  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
kev        83635   83633  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
kev        83650    2548  0 22:56 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/kev/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Fedora Linux 43 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=44 --shared-client-connection
kev        83669   83632  3 22:56 ?        00:00:17 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
kev        83678   83605  0 22:56 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        83732   83635 28 22:56 ?        00:02:34 /usr/share/antigravity/antigravity --type=zygote
kev        83743   83605  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/out/bootstrap-fork --type=fileWatcher
kev        83770   83635  0 22:56 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
kev        83823   83605  0 22:56 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        83824   83605  0 22:56 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        83825   83605  1 22:56 ?        00:00:10 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=83650 --enable-crash-reporter=72422e4b-7014-438f-a44e-156ec3f4196d,no_channel --user-data-dir=/home/kev/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2450852096810584553,4567708104366882966,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
kev        83882   83825  0 22:56 ?        00:00:00 [sh] <defunct>
